9.045340337332903324e-01,1.981324187703104311e-01,-6.903542478318739350e-01,-7.459561535259652265e-01,-8.763496024778820725e-01,5.907826197537013879e-01,-9.395989241618331045e-01,-6.903542478318739350e-01,-9.994648007839463943e-01,-1.051597800364137303e+00,-8.585329867570011819e-01,-8.698865363392115357e-01,-1.012816203271105664e+00,-1.109399826559843483e+00,-1.051365041609011897e+00,-4.279909029290722700e-01,-8.276389968285757792e-01,-1.050599356449699373e+00,-9.987177924345006508e-01,6.359582620703905231e-01,-7.199795424243113917e-01,4.658956513774976105e-01,-9.734791242331973793e-01,-6.780023130691892330e-01,-6.844628515912101197e-01,4.981639629904215105e-02,3.988753393541261127e-01,-3.988753393541238368e-01,-6.972439203748542758e-01,-6.107153798867058780e-01,-1.052367443470040964e+00,-9.232549992904910408e-01,5.233717628654922516e-01
-1.105541596785132974e+00,1.981324187703104311e-01,2.880303233890196268e-01,3.350668789570454109e+00,9.009989621330771747e-01,4.431446359027400583e-01,6.407662388015112898e-01,2.880303233890196268e-01,2.836572565433254312e+00,2.795389493767640232e+00,5.419311212087378482e-02,1.049675692119898460e-02,5.453625709921340325e-01,4.477308653372334413e-01,2.794976857624224209e+00,3.371324989552405560e-01,4.657687687805259991e+00,2.793929694353368909e+00,2.835689910579086703e+00,-2.851922886133688353e-03,5.913463333915742304e+00,-1.098327115530615350e+00,3.378613319119654790e+00,4.350640596065630916e+00,4.346389188762491251e+00,-1.746070074891189761e-01,6.666796445278716510e-02,-6.666796445278583283e-02,3.990695554020028180e+00,1.779117978534023647e+00,2.793923252641467680e+00,2.835516772502393312e+00,3.342656748891352780e-01
-1.105541596785132974e+00,1.981324187703104311e-01,4.024527109363866539e-02,-5.371682666000162643e-01,3.171983387207299443e-01,2.585971560890279464e-01,-4.884765049159631167e-02,4.024527109363866539e-02,-5.589076971039391717e-01,-6.247735068220717780e-01,-8.585329867570011819e-01,-8.698865363392115357e-01,5.843170403487162740e-02,1.802674472363697752e-02,-6.247997195786745284e-01,-8.105526038712287384e-01,-9.405721932769194327e-01,-6.247761389404500321e-01,-5.588891016382881993e-01,-8.120903312708632749e-02,-6.997927692516175968e-01,6.923194816192539403e-01,-5.488480941544755520e-01,-4.649111786157564818e-01,-5.218451489716300351e-01,2.060126590090987087e-01,5.981685222174073502e-01,-5.981685222174054628e-01,-4.476505680303743406e-01,-2.188212090369982266e-01,-6.250305071884469932e-01,-4.783790685570238899e-01,6.061208930385382221e-01
9.045340337332903324e-01,-8.136075919717027372e-01,-1.374273559753231400e+00,-1.067327405849529953e-01,6.026119768334093907e-01,-4.795927631658206680e-01,9.482190977779565710e-02,-1.374273559753231400e+00,8.763366228776547917e-02,1.781027933826700438e-01,2.823746368403425300e-01,1.519869290523362670e-01,7.401349177750389252e-01,4.611544057846221900e-01,1.779386918608442392e-01,-2.340799407639854390e+00,-3.759062110352010544e-01,1.810088707988601886e-01,9.056247686179921819e-02,1.368979541382637555e+00,-5.375804773145375082e-01,-6.494693205893387056e-02,6.402750246753931285e-02,-2.528458883790969391e-01,-2.320501813777071654e-01,-2.067388725258999527e-01,1.389883689441851096e-02,-1.389883689441850749e-02,-2.114196981812879184e-01,-3.451585624816204401e-02,1.764804513676955788e-01,4.990152147150645270e-03,-5.937514672001997784e-01
-1.105541596785132974e+00,1.981324187703104311e-01,1.672198481364731260e+00,1.604400814936600764e-02,1.043705781189417037e+00,4.431446359027400583e-01,2.384914700471876536e-01,1.672198481364731260e+00,2.415479295077594957e-01,1.192355547641449215e-01,-1.739884125985949326e-01,-1.870892662821318220e-01,6.427487443835865344e-01,6.217792704562153938e-01,1.190797114988030869e-01,-4.542920198691587086e-02,1.564931436498477046e-01,1.157099249260381962e-01,2.380901613709335007e-01,-1.674569793232602022e+00,-5.172137337890726494e-01,-9.376108334166726177e-01,1.856160698516617635e-01,-3.692596128348817897e-01,-4.478891768310244159e-01,2.248881803513632649e-01,6.207331918184810782e-01,-6.207331918184788577e-01,-3.411983979240400533e-01,-6.937867264735281259e-02,1.189986745590383144e-01,3.585595681138999957e-01,9.086910404074645120e-01
9.045340337332903324e-01,1.981324187703104311e-01,-1.046426524514706413e+00,-8.053174318109567187e-01,-1.032029768721151042e+00,6.092373677350977346e-01,-1.054534572377340051e+00,-1.046426524514706413e+00,-1.159490647805885732e+00,-1.139731156306978077e+00,-8.585329867570011819e-01,-8.698865363392115357e-01,-1.304974723445463169e+00,-1.327042173364132660e+00,-1.139728948957948296e+00,-4.279909029290722700e-01,-1.021238762168593439e+00,-1.138686964952480674e+00,-1.158543183533569110e+00,9.889984278978937171e-01,-5.782536482444660120e-01,1.006520978834589020e+00,-1.123735398566442223e+00,-6.819584877735779260e-01,-6.579324301153400834e-01,-3.181736619563661495e-01,-1.808736210251262189e-01,1.808736210251274956e-01,-6.935290628704766647e-01,-6.148680506867109097e-01,-1.139899523137497095e+00,-1.151562193202213980e+00,-6.324784737917437116e-01
9.045340337332903324e-01,1.981324187703104311e-01,-1.269350051536956570e-01,-6.957685043839806349e-01,-7.336427834214833688e-01,7.937848475488099576e-01,-4.798563312997722319e-01,-1.269350051536956570e-01,-8.789946693885865026e-01,-8.352475735104749610e-01,-8.585329867570011819e-01,-8.698865363392115357e-01,-8.180438564882006602e-01,-8.466604169042150074e-01,-8.353028991159405781e-01,3.371324989552405560e-01,-6.501725452668928318e-01,-8.350783650138239311e-01,-8.788053771030365224e-01,7.488830862447305725e-02,-1.885856210194173654e-01,8.918787710149279624e-01,-8.464811203473122658e-01,-6.467191803789330562e-01,-5.737581810931130510e-01,-6.068391752826635122e-01,-7.892518569129436390e-01,7.892518569129448602e-01,-6.299277137562991902e-01,-5.161379044688754192e-01,-8.354683474789020847e-01,-9.003065260272166137e-01,-7.200241327841813144e-01
-1.105541596785132974e+00,1.884365770006998897e+00,-2.293265725211479644e-01,-2.091240732357284582e-01,-3.314690206263226080e-01,7.404967627531577889e-02,-4.798563312997722319e-01,-2.293265725211479644e-01,-4.752347062117143889e-02,-9.822296606302097222e-02,2.823746368403425300e-01,2.069263626755377394e-01,-3.311129895309382620e-01,-4.282634032133189605e-01,-9.835960626474204993e-02,-8.105526038712287384e-01,-1.177731905818440727e-01,-9.781835586047973874e-02,-4.695881311765457561e-02,2.121919374800658453e-01,-5.172137337890726494e-01,-4.772960982146785547e-01,-8.213300455073539730e-02,4.193358025688658647e-02,1.779752447955557093e-02,-1.100405277657886677e-01,1.685029129935872449e-01,-1.685029129935863290e-01,9.479642353569532609e-02,3.011010604575862226e-01,-9.907806599066228126e-02,1.067932351504165787e-02,4.208175113158095226e-01
-1.105541596785132974e+00,-8.136075919717027372e-01,7.906780841370174562e-01,1.452364211039704367e+00,7.063987543289614868e-01,-7.010497389422836179e-01,1.014307095501917333e+00,7.906780841370174562e-01,1.588500140835876984e+00,9.856732157529106697e-01,5.105561615598112057e-01,4.957080037749478918e-01,7.401349177750389252e-01,7.189473984674259466e-01,9.854399858040370219e-01,-1.958237706697697922e+00,8.824922636749142901e-01,9.833291096972176515e-01,1.586114792610073598e+00,-6.935080768560133446e-01,-5.375804773145375082e-01,-2.147139828927996152e+00,1.392464366251830343e+00,1.759917934710983678e+00,-2.949811472027388248e-01,6.361303511155307788e+00,2.890068337349938954e+00,-2.890068337349938066e+00,1.365137505296183162e+00,2.004229434583530534e+00,9.853431442408765450e-01,2.065321798818858134e+00,3.059026400996428308e+00
-1.105541596785132974e+00,1.981324187703104311e-01,-4.229219147860147077e-01,-8.564063216330712880e-01,-1.135816546216703138e+00,6.276921157164522258e-01,-9.108650121079481243e-01,-4.229219147860147077e-01,-1.322647843940884860e+00,-1.360224409365541343e+00,-8.585329867570011819e-01,-8.698865363392115357e-01,-1.597133243619820453e+00,-1.613087673801629096e+00,-1.360101769160731999e+00,3.371324989552405560e-01,-1.118038644838602380e+00,-1.359744901021957331e+00,-1.322335355500948051e+00,3.596937147334886009e-01,-6.997927692516175968e-01,1.006520978834589020e+00,-1.281922721666731713e+00,-7.168201012201400601e-01,-7.493759976164300340e-01,1.006102336849769907e+00,1.344575863205777821e+00,-1.344575863205776267e+00,-7.428584916117042525e-01,-6.412614376449138343e-01,-1.360302163514832019e+00,-1.254844950140544313e+00,2.946687628793998592e-01
